V1,V2,V3,V4,V5,V6
-2.35499150714298,-0.791667294478962,-0.630345504797761,-0.563543003916557,-1.50603094013919,-1.0384674731379
-2.58784370171219,-3.68731356679261,3.11269567364714,2.86998179009549,-1.3118014753773,-0.28814528656445
-2.54858652473612,-1.01765257448322,-3.05168824253748,1.48576645848941,-0.687033960276572,0.746140612217656
-0.429554536901095,-0.670038800855007,-2.30106258216165,1.14125966181394,0.534080416604201,2.99543329839396
0.812325901859878,1.18221675317847,-0.185130500806984,-0.231760170419896,1.74345488501081,1.81619049406387
-0.791899908750002,1.44572467047573,0.471020950205797,2.18653426347655,-3.51806083127283,1.58851338714701
-5.38617796369156,-2.95037010863007,-0.425551289682926,2.13574706686126,1.06826629171838,-1.97672837492187
0.808874510249357,2.38196130174133,-1.56134462176803,-0.388822976890791,-0.835298621718243,-0.246617535519775
-0.0949153515572996,-1.37853443095971,-0.829141368634037,-2.31681513084073,0.351315887936537,-2.1814230901386
-2.20275022203967,1.49653101177107,-3.87072724251069,0.84718229953517,-1.00705942304685,-4.26073642258344
0.70122228750188,1.09509035830256,1.44233129509203,2.35571962846395,-1.5204625568032,3.35151987534125
-0.796013118934903,-4.5559739105584,1.10492443019018,1.59627941383818,6.1849201644396,2.05565415437577
-0.614479122605344,3.72228984138068,-1.42320183731208,-0.272839979714306,1.37723345437537,-1.17304275211082
1.46381653979453,0.926744667751544,1.83350634454353,0.224919201695208,2.69406876212387,0.899289166775622
-1.24210030425321,-0.0420673524939604,1.17329948060576,1.69998880629461,0.0763246949466899,0.579749512601966
-0.62166506927191,1.33218059944232,-0.324775256606489,-0.625247907857495,-0.311272666519408,0.935193182527976
4.1917599719209,2.14961930451365,-2.86560851803493,1.8493742751623,2.0036937175398,3.05811034088621
-2.55402034242224,-1.23661608692993,0.809480482107517,-0.0848150941004765,-2.59415441227735,0.364109058419217
-3.04735055621202,1.18978981971049,-0.960282974198412,-0.5142006215181,0.004111010007188,-0.888927314354385
0.578252144496923,-3.70570222409109,2.11219829727006,-1.95588078107982,1.21097908772553,3.96718996399088
1.56866086538853,0.281903572202066,1.42000924443109,0.994735044147882,-1.93656448266562,-1.58584700909939
0.747145558249756,3.4835577233207,-2.21617827280431,1.72757079186228,2.86886356585927,0.920657618977019
-0.429397192677587,-0.865211305491201,4.36275415986528,-0.531073874834037,5.85847652847128,1.29797512272344
-0.71023326126628,-0.772761929549469,-0.0155873331958979,-2.62131872520048,-2.55154671444978,0.861586387048933
0.987317314479845,1.79371162240182,0.156975771157788,1.34020378346287,-5.06474081899817,2.76617870280465
-1.38591703100219,3.2967017388965,-0.620422391494688,3.51331720270302,-3.47658483267741,-0.582703286131246
3.70054300602482,0.235686607971264,3.54404890985413,-2.26708426904791,-1.05109115533808,1.35887299313308
5.12319424319743,-1.23480637246051,-1.91948297766527,1.50142050067272,3.6188981029402,7.54726698973239
-1.43235125855104,-1.42989693333155,-0.000481757221831358,0.925749954644426,1.85338060324378,-4.29249423902387
-3.78959661744785,-7.2914200941223,-1.19913829722686,-1.11840841316874,0.0343268331236206,0.508914922298201
1.7214744089342,-2.4389413719179,-2.67788353821311,2.51716158585829,3.65112176405233,1.85125325080985
-2.50376138466514,-2.52358819927949,0.0974981079981093,2.27978106599605,-1.48488381004909,-0.326134804713332
-3.06331867131995,-2.61783204344739,-0.790445984437438,2.05125315955754,-1.56169018975541,-0.829505460344487
